Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Cust_Since(yrs),Num_Childrns,AcceptedCmp,Total_amt_spend,Total_Purchases,Age_Groups
Graduation,Engaged,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,0,52,11,0,0,1631,24,Mid_aged
Graduation,Single,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,72,11,2,0,152,12,Old
Basic,Single,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,40,10,1,2,21,5,Young
PhD,Married,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,57,11,3,0,71,7,Mid_aged
Graduation,Single,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,0,0,62,10,1,2,899,23,Mid_aged
Master,Engaged,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,77,10,0,0,711,10,Old
PhD,Engaged,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,46,12,1,2,351,16,Young
Graduation,Divorced,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,53,10,0,0,8,15,Mid_aged
Basic,Single,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,32,12,1,2,119,11,Young
Graduation,Engaged,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,56,11,2,0,21,4,Mid_aged
PhD,Engaged,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,51,10,1,2,10,4,Mid_aged
Graduation,Married,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,0,49,10,1,2,973,27,Mid_aged
PhD,Married,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,1,59,11,0,4,1536,13,Mid_aged
Graduation,Married,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,0,72,11,2,0,992,28,Old
PhD,Married,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,0,1,57,11,1,2,1529,34,Mid_aged
Graduation,Married,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,0,52,11,1,2,860,17,Mid_aged
PhD,Married,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,1,54,12,2,4,418,18,Mid_aged
2n Cycle,Married,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,1,69,12,1,2,587,16,Old
Graduation,Married,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,49,10,1,2,641,19,Mid_aged
Graduation,Married,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,0,0,48,10,2,0,23,4,Mid_aged
Graduation,Engaged,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,55,11,0,0,2279,23,Mid_aged
PhD,Divorced,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,1,41,11,0,4,1779,17,Young
Master,Engaged,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,0,0,42,11,0,0,1804,27,Young
Graduation,Married,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,0,64,11,2,0,48,8,Mid_aged
Graduation,Single,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,1,72,10,2,4,83,7,Old
PhD,Married,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,1,61,12,2,4,793,29,Mid_aged
Graduation,Engaged,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,54,11,1,2,84,9,Mid_aged
PhD,Married,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,0,76,11,1,2,183,10,Old
2n Cycle,Single,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,66,10,0,0,1383,19,Old
Graduation,Married,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,0,80,10,0,0,999,16,Old
Master,Single,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,61,11,1,2,825,24,Mid_aged
Graduation,Single,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,0,1,52,12,1,2,246,14,Mid_aged
Master,Married,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,0,58,11,2,0,610,25,Mid_aged
Master,Divorced,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,56,12,1,2,76,9,Mid_aged
Graduation,Married,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,0,53,11,1,2,1286,22,Mid_aged
Master,Married,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,0,0,49,11,1,2,30,4,Mid_aged
Graduation,Married,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,1,0,60,11,3,3,99,8,Mid_aged
Graduation,Divorced,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,46,12,0,0,1192,22,Young
Graduation,Married,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,0,49,11,1,2,362,18,Mid_aged
Graduation,Engaged,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,1,41,12,0,4,2130,19,Young
2n Cycle,Divorced,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,53,12,0,4,1229,28,Mid_aged
PhD,Married,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,0,67,12,2,0,38,6,Old
Master,Engaged,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,73,11,0,0,485,17,Old
Basic,Married,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,73,12,0,0,434,13,Old
Graduation,Divorced,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,54,11,1,2,44,5,Mid_aged
PhD,Married,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,1,52,12,1,2,496,18,Mid_aged
2n Cycle,Married,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,0,55,11,2,0,78,7,Mid_aged
Master,Married,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,0,1,52,11,0,4,2346,23,Mid_aged
Graduation,Married,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,53,12,0,0,794,21,Mid_aged
Graduation,Married,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,68,11,0,0,17,4,Old
2n Cycle,Married,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,51,10,1,2,76,8,Mid_aged
PhD,Single,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,0,0,47,11,2,0,15,4,Young
PhD,Single,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,61,10,2,0,62,7,Mid_aged
Master,Engaged,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,0,70,10,1,2,198,10,Old
PhD,Engaged,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,46,11,1,2,49,5,Young
Graduation,Engaged,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,0,58,11,1,2,802,25,Mid_aged
Graduation,Married,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,0,1,78,10,0,4,1736,15,Old
Graduation,Single,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,0,0,46,12,2,0,57,10,Young
Master,Engaged,157733.0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,53,11,1,2,59,2,Mid_aged
2n Cycle,Married,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,39,10,0,0,37,6,Young
Graduation,Divorced,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,0,0,54,11,2,0,310,16,Mid_aged
Graduation,Married,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,0,0,45,12,0,0,1305,19,Young
Graduation,Engaged,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,0,0,58,11,1,2,832,26,Mid_aged
Graduation,Engaged,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,0,0,48,11,2,0,401,19,Mid_aged
PhD,Married,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,0,0,59,10,0,0,1501,23,Mid_aged
Graduation,Married,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,0,1,42,10,0,4,1189,28,Young
Graduation,Engaged,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,0,0,52,11,1,2,1194,32,Mid_aged
PhD,Married,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,0,0,64,10,1,2,656,21,Mid_aged
Master,Single,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,68,12,0,0,1540,23,Old
Master,Engaged,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,0,59,11,1,2,311,15,Mid_aged
2n Cycle,Engaged,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,0,0,69,11,1,2,820,26,Old
2n Cycle,Married,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,35,10,1,2,274,14,Young
PhD,Single,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,0,0,62,11,2,0,57,9,Mid_aged
Graduation,Engaged,47009.0,89,171,45,73,59,10,90,4,3,2,8,4,0,0,59,11,1,2,448,17,Mid_aged
2n Cycle,Married,46094.0,62,12,2,20,3,2,5,1,1,0,3,7,0,0,51,10,2,0,44,5,Mid_aged
Graduation,Engaged,37235.0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,40,10,1,2,61,5,Young
Master,Married,81843.0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,64,11,0,0,1643,27,Mid_aged
Master,Engaged,46692.0,37,170,6,97,24,12,88,3,6,1,5,6,0,0,66,11,1,2,397,15,Old
Graduation,Engaged,77382.0,36,491,48,231,112,105,134,2,5,7,12,1,0,0,56,10,1,2,1121,26,Mid_aged
Graduation,Single,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,1,1,47,12,2,3,473,16,Young
Basic,Married,18393.0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,50,10,1,2,50,8,Mid_aged
Master,Married,72828.0,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,62,11,1,2,1678,28,Mid_aged
Graduation,Married,24711.0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,42,10,0,0,58,7,Young
PhD,Married,45503.0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,49,11,1,2,170,9,Mid_aged
Master,Single,6560.0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,42,11,0,0,373,2,Young
PhD,Engaged,71604.0,3,345,53,528,98,75,97,1,8,3,5,4,0,1,79,11,0,4,1196,17,Old
Graduation,Married,27244.0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,45,10,1,2,101,8,Young
Graduation,Married,48752.0,8,73,57,100,71,15,0,5,6,1,5,9,0,1,55,12,2,4,316,17,Mid_aged
Graduation,Married,71434.0,4,711,36,217,172,96,168,3,7,4,7,4,0,0,62,11,1,2,1400,21,Mid_aged
Graduation,Single,90842.0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,76,11,0,0,1424,27,Old
Master,Married,88097.0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,46,12,1,2,844,20,Young
Graduation,Married,51948.0,51,82,33,54,71,30,41,2,5,2,4,5,0,0,49,11,1,2,311,13,Mid_aged
Graduation,Engaged,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,42,11,0,0,1149,17,Young
Master,Married,35876.0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,41,10,0,0,129,8,Young
Graduation,Widow,40049.0,23,13,6,7,0,3,3,1,1,0,3,6,0,0,72,11,1,2,32,5,Old
Graduation,Single,39660.0,36,139,13,78,20,13,36,3,7,1,3,9,0,1,42,12,1,2,299,14,Young
Graduation,Engaged,50127.0,88,274,0,21,4,6,15,1,5,1,6,6,0,0,62,10,1,2,320,13,Mid_aged
Master,Married,43263.0,2,262,6,61,0,10,102,3,5,2,6,5,0,0,47,12,1,2,441,16,Young
Master,Married,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,75,12,2,4,1178,28,Old
Graduation,Married,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,34,11,0,0,85,6,Young
Basic,Single,24367.0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,42,11,1,2,24,4,Young
2n Cycle,Married,26887.0,27,6,7,4,3,4,6,1,1,0,3,6,0,0,65,11,1,2,30,5,Mid_aged
Graduation,Engaged,62061.0,12,641,7,84,0,30,38,3,10,4,7,6,0,0,48,11,1,2,800,24,Mid_aged
PhD,Engaged,76542.0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,68,11,0,0,1483,23,Old
Graduation,Single,70515.0,12,420,0,452,182,64,140,1,6,6,4,2,0,1,31,11,0,4,1258,17,Young
Graduation,Engaged,18227.0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,37,12,1,2,28,4,Young
Graduation,Married,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,0,0,59,10,1,2,227,11,Mid_aged
Graduation,Married,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,1,42,12,0,4,1555,20,Young
Graduation,Single,69627.0,35,231,161,215,171,30,53,2,8,2,11,5,0,0,62,11,1,2,861,23,Mid_aged
Graduation,Married,38136.0,69,8,15,27,0,20,33,2,3,1,2,8,0,0,46,11,1,2,103,8,Young
PhD,Single,62159.0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,78,10,0,0,634,19,Old
Graduation,Single,80695.0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,61,11,0,0,1918,19,Mid_aged
Master,Single,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,53,11,2,0,131,10,Mid_aged
Graduation,Engaged,58554.0,55,368,24,68,38,0,88,6,8,2,6,7,0,0,56,12,2,0,586,22,Mid_aged
Basic,Married,17256.0,10,6,4,14,8,8,22,2,2,1,2,8,0,0,32,11,1,2,62,7,Young
Graduation,Divorced,53034.0,30,160,15,196,15,11,50,8,6,1,7,8,0,0,50,11,2,0,447,22,Mid_aged
2n Cycle,Engaged,52203.0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,74,12,0,0,939,27,Old
2n Cycle,Divorced,59601.0,14,691,7,69,0,7,23,4,2,2,7,8,0,0,47,11,1,2,797,15,Young
Master,Single,75154.0,79,543,10,205,160,143,82,1,6,3,6,3,0,1,66,12,1,2,1143,16,Old
Graduation,Single,47025.0,52,254,7,108,20,0,26,3,6,3,5,6,0,0,48,11,1,2,415,17,Mid_aged
Graduation,Married,37971.0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,51,11,1,2,30,5,Mid_aged
Graduation,Married,67267.0,0,134,11,59,15,2,30,1,3,2,5,2,0,0,66,10,1,2,251,11,Old
Graduation,Single,57338.0,96,143,6,52,11,8,17,2,4,1,5,5,0,0,49,10,1,2,237,12,Mid_aged
2n Cycle,Engaged,50523.0,89,51,4,24,4,7,1,2,2,0,4,6,0,0,64,11,2,0,91,8,Mid_aged
PhD,Divorced,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,0,64,12,1,2,493,22,Mid_aged
PhD,Married,56242.0,72,689,8,167,11,8,88,5,8,4,11,6,0,0,55,11,1,2,971,28,Mid_aged
Graduation,Single,48904.0,1,283,10,38,0,13,27,4,7,2,4,8,0,0,64,12,1,2,371,17,Mid_aged
Graduation,Single,56243.0,26,347,0,35,4,3,7,6,4,2,8,5,0,0,49,11,3,0,396,20,Mid_aged
Graduation,Married,21355.0,5,5,13,14,0,5,31,2,2,1,2,6,0,1,39,11,1,2,68,7,Young
Master,Engaged,57420.0,22,280,0,18,0,0,24,3,5,1,6,7,0,0,53,11,1,2,322,15,Mid_aged
Master,Divorced,46390.0,56,95,14,64,2,9,38,1,4,2,3,7,0,0,69,10,1,2,222,10,Old
2n Cycle,Engaged,54342.0,74,84,10,34,11,10,28,4,3,1,4,6,0,0,68,11,2,0,177,12,Old
Graduation,Married,20895.0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,51,12,1,2,45,6,Mid_aged
Graduation,Married,92344.0,9,992,24,694,51,19,119,0,5,10,5,1,0,0,76,10,0,0,1899,20,Old
Graduation,Engaged,44964.0,35,19,1,17,2,0,2,1,1,0,3,8,0,0,44,12,2,0,41,5,Young
Master,Married,53761.0,7,158,0,76,13,7,71,6,4,4,3,5,0,0,52,11,2,0,325,17,Mid_aged
Graduation,Engaged,22682.0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,51,11,1,2,95,10,Mid_aged
PhD,Engaged,38887.0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,52,10,1,2,42,5,Mid_aged
2n Cycle,Single,41658.0,30,8,4,12,15,4,29,2,1,1,2,4,0,0,49,12,2,0,72,6,Mid_aged
PhD,Married,29791.0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,52,10,1,2,20,7,Mid_aged
Master,Married,63915.0,2,622,7,115,30,0,15,2,6,3,12,5,0,0,68,11,2,0,789,23,Old
Graduation,Divorced,39996.0,85,11,0,3,0,0,1,1,1,0,2,6,0,0,50,10,2,0,15,4,Mid_aged
Graduation,Divorced,26759.0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,52,10,1,2,59,8,Mid_aged
PhD,Married,51039.0,11,100,64,79,65,0,109,2,6,2,4,7,0,0,55,12,2,0,417,14,Mid_aged
Graduation,Married,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,0,0,63,12,2,0,289,15,Mid_aged
Graduation,Married,37716.0,4,97,1,41,6,2,41,2,4,1,3,7,0,0,71,10,1,2,188,10,Old
Graduation,Single,36864.0,53,204,5,39,17,0,89,3,5,2,4,8,0,1,67,12,1,2,354,14,Old
Master,Married,44511.0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,54,12,1,2,727,26,Mid_aged
PhD,Married,36947.0,49,88,3,21,4,1,29,4,3,0,4,9,0,0,57,12,2,0,146,11,Mid_aged
Master,Married,67087.0,40,329,35,222,130,35,43,2,7,5,8,4,0,0,71,11,1,2,794,22,Old
Graduation,Married,57045.0,40,296,13,104,11,13,17,3,4,2,9,3,0,0,74,12,1,2,454,18,Old
PhD,Divorced,36957.0,43,100,2,16,2,1,31,4,3,2,2,9,0,1,71,12,2,4,152,11,Old
PhD,Married,69389.0,17,422,7,238,69,46,15,1,7,2,12,4,0,0,47,12,1,2,797,22,Young
Master,Married,43142.0,84,5,1,7,2,1,4,1,1,0,2,7,0,0,55,10,2,0,20,4,Mid_aged
Graduation,Married,80589.0,25,507,93,520,242,40,26,1,5,10,5,1,0,1,80,10,0,4,1428,21,Old
Graduation,Single,34412.0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,34,11,1,2,209,11,Young
Graduation,Single,57537.0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,45,11,1,2,545,19,Young
Graduation,Engaged,51315.0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,76,10,0,0,222,10,Old
Graduation,Married,36026.0,34,20,4,10,6,4,17,2,2,0,3,6,0,0,52,10,3,0,61,7,Mid_aged
Graduation,Married,24639.0,3,20,3,16,0,4,1,3,2,0,4,6,0,0,51,10,2,0,44,9,Mid_aged
PhD,Engaged,34578.0,1,7,0,1,0,0,0,1,1,0,2,6,0,0,52,10,3,0,8,4,Mid_aged
2n Cycle,Single,65704.0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,52,11,0,0,817,23,Mid_aged
PhD,Engaged,54132.0,81,30,1,8,0,0,3,1,1,0,3,7,0,0,55,10,1,2,42,5,Mid_aged
Graduation,Married,28164.0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,54,11,1,2,78,9,Mid_aged
PhD,Married,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,50,11,1,2,23,4,Mid_aged
PhD,Married,43269.0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,52,11,1,2,19,4,Mid_aged
2n Cycle,Single,38741.0,60,7,10,17,8,6,13,2,2,0,3,7,0,0,66,10,2,0,61,7,Old
Graduation,Single,31907.0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,52,11,0,0,449,14,Mid_aged
2n Cycle,Divorced,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,51,10,1,2,38,5,Mid_aged
Graduation,Married,92533.0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,39,11,0,0,1131,23,Young
Graduation,Single,34853.0,75,9,3,15,2,3,2,2,2,0,3,6,0,0,51,11,2,0,34,7,Mid_aged
Graduation,Divorced,70844.0,16,129,26,67,3,67,2,5,6,1,5,7,0,0,57,11,2,0,294,17,Mid_aged
2n Cycle,Married,31086.0,79,16,2,11,3,0,16,2,1,1,2,8,0,0,45,11,2,0,48,6,Young
2n Cycle,Engaged,20491.0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,38,11,0,0,30,4,Young
Graduation,Married,42523.0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,60,10,0,0,125,7,Mid_aged
Graduation,Engaged,33402.0,60,26,2,19,10,5,8,3,2,1,3,8,0,0,72,11,2,0,70,9,Old
Master,Married,36408.0,11,9,1,4,3,2,3,1,1,0,2,6,0,0,75,11,2,0,22,4,Old
Graduation,Engaged,21645.0,75,14,0,23,4,5,19,3,3,0,3,9,0,1,45,12,1,2,65,9,Young
Master,Widow,78427.0,36,972,19,595,180,26,138,3,3,7,10,3,0,1,76,12,0,4,1930,23,Old
Graduation,Engaged,82657.0,71,966,168,672,246,105,126,1,7,5,10,4,0,0,78,11,0,0,2283,23,Old
Graduation,Married,51876.0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,66,11,0,0,310,13,Old
2n Cycle,Married,78041.0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,53,12,0,0,1319,18,Mid_aged
Graduation,Married,52852.0,93,714,8,99,11,0,47,4,10,7,5,8,0,0,67,12,1,2,879,26,Old
PhD,Engaged,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,42,11,0,0,1244,17,Young
2n Cycle,Engaged,69401.0,41,399,27,159,58,8,39,4,4,4,5,2,0,0,51,10,1,2,690,17,Mid_aged
Graduation,Engaged,46053.0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,52,11,1,2,209,12,Mid_aged
Graduation,Married,77343.0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,59,10,0,0,1134,17,Mid_aged
Graduation,Single,73892.0,40,703,102,601,0,58,43,1,3,11,8,1,0,1,71,11,0,4,1507,23,Old
PhD,Single,40304.0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,57,11,1,2,57,6,Mid_aged
PhD,Engaged,32727.0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,59,12,0,0,529,17,Mid_aged
Graduation,Divorced,43300.0,87,91,3,52,2,1,31,3,4,0,4,8,0,1,53,12,1,2,180,11,Mid_aged
Graduation,Engaged,26290.0,49,15,8,16,11,5,22,4,2,0,4,6,0,0,52,11,2,0,77,10,Mid_aged
Graduation,Single,93790.0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,54,10,0,4,2349,25,Mid_aged
PhD,Married,38410.0,65,153,64,123,116,64,14,2,5,2,9,6,0,1,50,12,0,4,534,18,Mid_aged
Master,Widow,64866.0,9,508,5,21,7,5,10,4,7,3,7,5,0,0,74,10,1,2,556,21,Old
Graduation,Engaged,57957.0,24,290,59,177,77,5,29,7,4,6,8,3,1,0,65,11,1,3,637,25,Mid_aged
Graduation,Engaged,16531.0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,46,10,1,2,44,9,Young
Master,Married,28072.0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,38,11,1,2,47,5,Young
Master,Divorced,49476.0,29,386,23,95,54,41,196,4,2,11,5,2,0,0,61,11,1,2,795,22,Mid_aged
Graduation,Married,50725.0,45,443,10,75,0,10,48,4,8,1,8,8,0,0,71,11,1,2,586,21,Old
PhD,Married,41145.0,20,9,0,3,0,0,1,1,0,0,3,3,0,0,74,10,2,0,13,4,Old
Graduation,Engaged,67419.0,29,846,84,352,91,56,42,4,9,4,8,5,0,0,54,11,1,2,1471,25,Mid_aged
2n Cycle,Married,23162.0,82,8,3,9,19,4,22,3,1,1,3,6,0,0,54,11,2,0,65,8,Mid_aged
Graduation,Married,34380.0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,47,11,1,2,175,12,Young
Graduation,Single,34704.0,65,29,0,5,0,1,5,1,1,0,3,5,0,0,58,11,1,2,40,5,Mid_aged
PhD,Married,94871.0,99,169,24,553,188,0,144,1,8,5,4,7,0,1,55,12,2,4,1078,18,Mid_aged
Graduation,Married,65148.0,9,460,35,422,33,12,153,2,6,6,7,4,0,0,66,12,1,2,1115,21,Old
Graduation,Engaged,39898.0,20,69,8,26,12,7,12,2,3,0,4,7,0,0,70,11,1,2,134,9,Old
PhD,Married,59892.0,26,73,0,13,0,1,0,1,2,1,3,3,0,0,54,11,1,2,87,7,Mid_aged
Master,Single,41020.0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,37,11,0,0,217,10,Young
PhD,Married,57072.0,79,944,0,60,0,0,30,2,7,5,13,5,0,0,63,10,1,2,1034,27,Mid_aged
2n Cycle,Engaged,19414.0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,43,11,1,2,32,5,Young
Graduation,Married,19107.0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,44,11,1,2,46,6,Young
2n Cycle,Engaged,75484.0,50,378,97,259,197,194,34,2,7,3,6,4,0,0,48,12,1,2,1159,18,Mid_aged
Master,Single,70379.0,84,553,25,142,65,67,8,3,6,3,13,4,0,0,48,11,1,2,860,25,Mid_aged
Master,Engaged,79419.0,96,751,127,687,20,15,31,1,4,6,4,2,0,0,54,10,0,0,1631,15,Mid_aged
PhD,Engaged,64014.0,56,406,0,30,0,0,8,7,8,2,5,7,0,0,78,10,3,0,444,22,Old
Graduation,Married,76998.0,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,69,11,1,2,1910,29,Old
Master,Engaged,49854.0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,52,11,1,2,380,18,Mid_aged
PhD,Married,60585.0,17,267,42,309,55,42,21,10,7,4,9,5,0,1,53,11,2,4,736,30,Mid_aged
PhD,Divorced,42873.0,11,209,0,40,3,2,15,4,6,1,4,8,0,0,74,11,2,0,269,15,Old
Graduation,Engaged,87679.0,62,1259,172,815,97,148,33,1,7,11,10,4,0,1,36,11,0,4,2524,29,Young
Graduation,Engaged,57867.0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,46,11,1,2,612,25,Young
Graduation,Married,35765.0,86,22,3,30,0,5,15,2,2,0,4,6,0,0,34,11,1,2,75,8,Young
Graduation,Married,65492.0,73,247,161,295,210,85,47,2,4,7,13,2,0,0,65,10,0,0,1045,26,Mid_aged
Graduation,Divorced,32952.0,36,38,0,12,3,1,1,1,2,0,3,7,0,0,47,11,1,2,55,6,Young
PhD,Engaged,53374.0,34,896,10,101,13,10,34,6,4,2,9,9,0,1,55,12,1,2,1064,21,Mid_aged
Graduation,Engaged,71706.0,16,931,56,253,91,98,14,4,9,5,7,5,0,0,65,12,1,2,1443,25,Mid_aged
Graduation,Married,68487.0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,36,11,0,0,1366,30,Young
Master,Engaged,53253.0,61,216,9,57,20,9,125,7,4,3,5,5,0,0,49,11,2,0,436,19,Mid_aged
Graduation,Married,42014.0,56,244,15,108,4,15,50,6,7,1,6,8,0,1,47,12,1,2,436,20,Young
Master,Married,54108.0,74,539,6,91,8,6,97,13,8,2,9,8,0,0,51,12,2,0,747,32,Mid_aged
PhD,Single,49667.0,35,1181,26,120,17,13,39,2,5,10,5,8,0,1,69,12,0,4,1396,22,Old
Master,Married,63206.0,65,750,8,125,11,8,26,1,4,3,6,2,0,0,50,10,0,0,928,14,Mid_aged
Master,Married,57136.0,48,306,5,109,21,109,92,9,5,2,10,6,0,0,52,11,2,0,642,26,Mid_aged
